user_id,tech,hum
18639,6,28
18640,15,4
18641,29,58
18642,5,7
18643,53,23
18644,27,22
18645,54,53
18646,0,4
18647,6,13
18648,44,26
18649,6,7
18650,28,25
18651,8,8
18652,8,13
18653,14,14
18654,3,1
18655,1,1
18656,5,2
18657,0,2
18658,34,25
18659,20,34
18660,3,3
18661,9,6
18662,6,13
18663,33,46
18664,11,31
18665,10,5
18666,9,5
18667,17,31
18668,13,10
18669,1,7
18670,27,11
18671,45,31
18672,20,3
18673,14,24
18674,6,3
18675,51,166
18676,5,1
18677,14,24
18678,42,31
18679,15,24
18680,11,10
18681,6,7
18682,1,4
18683,0,0
18684,1,0
18685,1,0
18686,3,8
18687,14,9
18688,0,0
18689,62,32
18690,17,18
18691,44,47
18692,13,12
18693,3,1
18694,5,4
18695,9,7
18696,6,14
18697,1,1
18698,2,9
18699,47,71
18700,14,12
18701,6,1
18703,0,0
18704,29,96
18705,9,24
18706,14,6
18707,2,2
18708,7,7
18709,4,3
18710,5,6
18711,15,9
18712,4,1
18713,7,8
18714,8,10
18715,2,0
18716,10,4
18717,4,8
18718,43,73
18719,2,0
18720,2,2
18721,6,3
18722,23,10
18723,27,5
18724,0,0
18725,2,2
18726,10,15
18727,1,6
18728,1,4
18729,19,10
18730,4,4
18731,1,0
18732,0,0
18733,23,9
18734,51,63
18735,10,12
18736,3,16
18737,1,1
18738,18,17
18739,3,3
18740,0,0
18741,3,1
18743,0,0
18744,6,11
18745,1,0
18746,5,2
18747,3,0
18748,7,8
18749,8,11
18750,5,0
18751,0,1
18752,0,0
18753,18,16
18754,3,9
18755,10,30
18756,1,0
18757,6,9
18758,3,0
18762,11,8
18763,19,6
18764,1,1
18765,1,0
18766,22,9
18767,18,14
18768,14,12
18769,6,9
18770,25,91
18771,42,27
18772,2,1
18773,45,47
18774,14,8
18775,7,7
18776,23,16
18777,46,45
18778,8,4
18779,19,5
18780,23,13
18781,14,19
18782,5,9
18783,31,27
18784,10,16
18785,44,31
18786,4,5
18787,12,10
18788,27,26
18789,14,15
18790,8,21
18791,16,13
18792,19,36
18793,4,3
18794,13,10
18795,27,25
18796,1,0
18797,27,41
18798,2,2
18799,16,16
18800,38,33
18801,25,17
18802,17,22
18803,57,54
18804,13,14
18805,28,20
18806,13,27
18807,2,3
18808,8,1
18809,29,21
18810,19,16
18811,54,33
18812,21,16
18813,12,22
18814,35,29
18815,1,4
18816,2,2
18817,4,3
18818,23,26
18819,26,18
18820,31,55
18821,6,6
18822,19,20
18823,24,20
18824,45,45
18825,6,5
18826,16,13
18827,2,3
18828,80,44
18829,36,19
18830,9,9
18831,66,26
18832,13,10
18833,10,16
18834,20,17
18835,11,5
18836,9,13
18837,36,32
18838,18,7
18839,42,34
18840,10,2
18841,3,2
18842,11,7
18843,12,10
18844,15,6
18845,9,9
18846,22,12
18847,48,68
18848,24,20
18849,0,0
18850,30,28
18851,4,0
18852,7,13
18853,37,25
18854,42,30
18855,6,19
18856,21,15
18857,33,39
18858,40,16
18859,0,0
18860,10,9
18861,2,1
18862,23,72
18863,2,3
18864,1,3
18865,4,10
18866,4,6
18867,41,42
18868,1,3
18869,35,42
18870,1,0
18871,11,3
18872,41,28
18873,12,8
18875,17,36
18877,6,5
18878,15,7
18879,22,20
18880,45,55
18881,9,9
18882,5,7
18883,0,0
18884,0,0
18885,39,54
18886,20,19
18887,12,6
18888,6,1
18889,16,11
18890,22,26
18891,25,22
18892,12,22
18893,19,22
18894,32,28
18895,18,19
18896,7,3
18897,28,51
18898,45,38
18899,6,6
18900,32,39
18902,7,17
18903,38,65
18904,23,45
18905,34,29
18906,5,15
18907,32,33
18908,48,58
18909,0,0
18910,17,11
18911,11,6
18912,24,33
18913,3,2
18914,7,5
18915,3,3
18916,10,6
18917,3,7
18918,3,4
18919,2,1
18920,33,21
18921,4,2
18922,7,31
18923,22,12
18924,7,4
18925,51,36
18926,21,60
18927,6,7
18928,2,2
18929,2,3
18930,49,45
18931,53,47
18932,42,36
18933,8,5
18934,12,12
18936,6,2
18937,44,11
18938,14,13
18939,15,14
18940,7,18
18941,10,22
18942,6,10
18943,14,7
18944,1,6
18945,2,1
18946,8,8
18947,8,11
18948,21,13
18949,3,6
18950,7,12
18951,53,41
18952,15,38
18953,26,26
18954,13,12
18955,2,2
18956,12,8
18957,5,9
18958,1,2
18959,3,5
18960,35,25
18961,9,13
18962,7,5
18963,4,7
18964,19,7
18965,4,0
18966,52,49
18967,4,3
18968,7,8
18969,3,6
18970,20,33
18971,4,2
18972,52,90
18973,5,0
18974,16,9
18975,29,32
18976,2,2
18977,15,25
18978,18,16
18979,9,3
18980,9,1
18981,3,4
18982,48,29
18983,28,29
18984,3,3
18985,28,32
18986,27,35
18987,7,1
18988,7,6
18989,6,9
18990,42,27
18991,0,0
18992,17,20
18993,19,15
18994,44,32
18995,33,36
18996,3,2
18997,0,2
18998,5,0
18999,0,0
19000,13,7
19001,6,10
19002,6,3
19003,44,94
19004,10,14
19005,0,3
19006,32,31
19007,44,37
19008,7,4
19009,7,6
19010,9,2
19011,36,33
19012,0,10
19013,48,68
19014,23,8
19015,3,6
19016,5,3
19017,23,44
19018,16,13
19019,3,0
19020,14,18
19021,1,3
19022,41,64
19023,9,9
19024,4,11
19025,4,1
19026,15,6
19027,24,9
19028,2,6
19029,28,12
19030,13,23
19031,0,0
19032,4,5
19033,1,1
19034,19,38
19035,8,7
19036,12,34
19037,3,0
19038,9,3
19039,11,3
19040,13,16
19041,52,114
19042,33,25
19043,3,3
19044,3,1
19045,15,13
19046,4,5
19047,19,32
19049,6,1
19050,3,2
19051,9,1
19052,24,23
19053,1,0
19054,39,15
19055,24,22
19056,0,0
19057,4,4
19058,8,12
19059,3,0
19060,8,4
19061,1,1
19062,17,33
19063,0,0
19064,2,0
19065,49,61
19066,1,3
19067,13,11
19068,16,5
19069,2,19
19070,12,5
19071,50,59
19072,1,1
19073,0,0
19074,3,0
19075,14,27
19076,5,3
19077,5,7
19078,2,1
19079,13,14
19080,22,32
19081,34,16
19082,2,5
19083,2,2
19084,19,0
19085,21,80
19086,3,3
19087,44,58
19088,1,3
19089,10,19
19091,2,0
19092,9,10
19093,43,37
19094,6,6
19095,27,48
19096,2,2
19097,22,18
19098,0,0
19099,3,11
19100,3,0
19101,1,0
19102,1,1
19103,9,17
19104,24,55
19105,1,2
19106,10,13
19107,2,6
19108,2,2
19109,40,43
19110,3,40
19111,0,0
19112,5,5
19113,7,2
19114,4,2
19115,26,18
19116,0,0
19117,10,2
19118,2,1
19119,7,5
19120,7,2
19121,1,1
19122,17,21
19123,3,2
19124,25,14
19125,2,0
19126,1,0
19127,10,5
19128,1,2
19129,2,22
19130,7,8
19131,0,1
19132,2,0
19133,0,1
19134,10,4
19135,1,1
19136,31,48
19137,31,28
19138,5,10
19139,53,29
19140,34,27
19141,15,14
19142,40,40
19143,70,33
19144,37,24
19145,0,7
19146,9,10
19147,37,23
19148,10,9
19149,42,33
19150,19,15
19151,7,5
19152,0,2
19153,60,54
19154,38,52
19155,30,60
19156,47,69
19157,3,1
19158,35,25
19159,29,23
19160,40,45
19161,45,39
19162,48,33
19163,53,60
19164,7,10
19165,1,1
19166,21,25
19167,57,52
19168,23,25
19169,6,10
19170,25,16
19171,28,27
19172,4,3
19173,20,24
19174,20,34
19175,20,12
19176,44,27
19177,70,86
19178,41,94
19179,47,44
19180,48,91
19181,24,19
19182,10,6
19183,16,6
19184,0,0
19185,0,7
19186,38,39
19187,9,21
19188,54,87
19189,2,7
19190,10,10
19191,21,20
19192,18,10
19193,44,31
19194,40,20
19195,34,32
19196,9,5
19197,9,8
19198,7,2
19199,9,15
19200,14,5
19201,22,30
19202,19,21
19203,50,21
19204,19,42
19205,47,45
19206,46,55
19207,2,5
19208,2,2
19209,47,23
19210,16,15
19211,8,11
19212,13,22
19213,0,0
19214,22,38
19215,46,33
19216,15,10
19217,9,6
19218,40,18
19219,36,17
19220,52,42
19221,19,9
19222,9,4
19223,4,2
19224,1,1
19225,18,67
19226,18,5
19227,2,1
19228,4,8
19229,19,32
19230,43,42
19231,1,0
19232,29,32
19233,25,13
19234,2,1
19235,37,41
19236,14,16
19237,17,20
19238,4,7
19239,11,13
19240,15,36
19241,41,54
19242,0,0
19243,0,1
19244,1,2
19245,1,1
19246,0,0
19247,26,23
19248,1,1
19249,30,24
19250,26,22
19251,11,6
19252,10,16
19253,2,6
19254,19,20
19255,2,3
19256,40,48
19257,2,0
19258,28,39
19259,6,13
19260,34,41
19261,25,23
19262,34,51
19263,6,4
19264,18,10
19265,5,4
19266,3,4
19267,46,58
19268,41,17
19269,27,10
19270,10,17
19271,41,52
19272,3,0
19273,16,9
19274,6,6
19275,7,2
19276,55,78
19277,4,9
19278,8,9
19279,0,0
19280,24,32
19281,9,21
19282,28,12
19283,9,1
19284,0,1
19285,19,11
19286,4,10
19287,14,7
19288,3,4
19289,6,5
19290,11,30
19291,11,6
19292,21,20
19293,26,26
19294,21,17
19295,9,6
19296,22,40
19297,39,25
19298,23,14
19299,1,5
19300,3,1
19301,0,5
19302,37,44
19303,12,39
19304,5,3
19305,6,4
19306,15,18
19307,7,40
19308,17,14
19309,26,19
19310,11,18
19311,2,1
19312,4,7
19313,4,3
19314,9,10
19315,28,28
19316,32,38
19317,4,3
19318,3,2
19319,14,6
19320,31,19
19321,3,2
19322,23,27
19323,7,0
19324,7,8
19325,25,34
19326,32,20
19327,26,21
19328,29,30
19329,8,1
19330,5,5
19331,2,0
19332,24,37
19333,28,21
19334,30,22
19335,15,10
19336,5,0
19337,45,100
19338,4,0
19339,50,68
19340,2,2
19341,10,5
19342,11,14
19343,26,14
19344,28,13
19345,13,16
19346,7,6
19347,39,48
19348,19,12
19349,2,3
19350,4,4
19351,55,33
19352,2,4
19353,6,2
19355,56,49
19356,48,20
19357,5,13
19358,35,41
19359,19,37
19360,18,5
19361,14,31
19363,11,14
19364,2,2
19365,3,3
19366,1,10
19367,5,3
19368,0,0
19369,0,0
19370,8,10
19371,10,5
19372,48,33
19373,13,7
19374,10,11
19375,12,23
19376,7,0
19377,30,17
19378,0,0
19379,2,0
19380,4,4
19381,4,12
19382,8,8
19383,26,36
19384,10,8
19385,51,67
19386,3,3
19387,14,49
19388,11,31
19389,3,1
19390,51,29
19391,14,18
19392,0,0
19393,10,9
19394,52,64
19395,44,36
19396,26,24
19397,15,29
19398,20,18
19399,25,35
19400,4,6
19401,10,12
19402,10,18
19403,7,2
19404,2,2
19405,1,1
19406,19,6
19407,16,9
19408,3,5
19409,8,7
19410,1,2
19411,3,0
19412,4,2
19413,8,8
19414,4,0
19415,3,3
19416,43,43
19417,4,2
19418,10,0
19419,1,3
19420,0,2
19421,1,2
19422,17,39
19423,15,14
19424,2,1
19425,40,36
19426,7,11
19427,0,0
19428,4,1
19429,0,0
19430,23,12
19431,31,31
19432,4,0
19433,5,9
19434,1,2
19435,41,59
19436,37,16
19437,2,1
19438,10,9
19439,19,34
19440,6,8
19441,16,10
19442,3,2
19443,9,8
19444,3,1
19445,2,1
19446,6,7
19447,19,15
19448,6,5
19449,11,15
19450,11,23
19451,9,4
19452,15,13
19453,28,14
19454,2,1
19455,1,1
19456,3,7
19458,2,2
19459,10,18
19460,7,2
19461,26,41
19462,4,10
19463,15,10
19464,8,4
19465,3,3
19466,0,3
19467,51,109
19468,11,9
19469,2,1
19470,18,2
19471,7,4
19472,20,30
19473,11,4
19474,0,0
19475,40,16
19476,4,2
19477,1,1
19478,19,10
19479,1,4
19480,0,0
19481,1,3
19482,8,0
19483,9,22
19484,5,0
19485,4,6
19486,1,4
19488,59,122
19489,7,2
19490,6,0
19491,10,12
19492,6,1
19493,17,9
19494,23,8
19495,0,0
19496,29,15
19497,1,0
19498,2,0
19499,4,0
19500,55,40
19501,17,27
19502,25,37
19503,20,13
19504,3,1
19505,18,21
19506,38,44
19507,28,38
19508,7,9
19509,8,4
19510,32,36
19511,47,21
19512,34,41
19513,30,31
19514,38,25
19515,45,46
19516,4,3
19517,45,34
19518,8,9
19519,3,3
19520,5,6
19521,0,1
19522,3,4
19523,9,5
19524,3,4
19525,6,6
19526,12,9
19527,1,4
19528,31,17
19529,27,28
19530,4,4
19531,43,38
19532,31,32
19533,4,15
19534,34,30
19535,0,0
19536,34,71
19537,41,39
19538,6,13
19539,16,7
19540,4,3
19541,17,8
19542,4,21
19543,36,43
19544,12,9
19545,38,41
19546,1,1
19547,30,27
19548,4,1
19549,4,6
19550,26,26
19551,62,25
19552,5,3
19553,22,30
19554,7,2
19555,31,16
19556,9,3
19557,49,45
19558,39,23
19559,21,37
19560,45,42
19561,26,17
19562,44,31
19563,8,14
19564,40,36
19565,2,1
19566,12,37
19567,3,3
19568,2,1
19569,9,11
19570,8,10
19571,2,1
19572,23,8
19573,10,5
19574,7,7
19575,6,13
19576,21,39
19577,15,6
19578,8,0
19579,31,24
19580,11,5
19581,5,6
19582,41,66
19583,23,15
19584,23,16
19585,5,4
19586,24,31
19587,25,14
19588,6,28
19589,16,1
19590,8,20
19591,21,12
19592,6,5
19593,22,10
19594,3,2
19595,2,1
19596,4,4
19597,3,3
19598,29,26
19599,35,18
19600,7,4
19601,25,19
19602,14,24
19603,18,10
19604,39,17
19605,1,5
19606,10,8
19607,13,2
19608,5,1
19609,7,9
19610,24,24
19611,9,9
19612,16,23
19613,12,27
19614,51,56
19615,17,25
19616,2,1
19617,13,24
19618,22,17
19619,16,30
19620,10,8
19621,30,21
19622,20,16
19623,0,0
19624,1,0
19625,10,9
19626,33,25
19627,5,2
19628,8,6
19629,4,5
19630,52,48
19631,11,12
19632,0,4
19633,14,12
19634,4,1
19635,12,10
19636,9,7
19637,47,30
19638,14,13
19639,11,6
19640,15,12
19641,5,16
19642,5,10
19643,4,7
19644,18,17
19645,30,34
19646,27,12
19647,20,19
19648,36,48
19649,1,0
19650,16,11
19651,3,1
19652,4,3
19653,2,2
19654,4,9
19655,5,14
19656,3,2
19657,30,22
19658,4,1
19659,2,1
19660,4,2
19661,12,4
19662,20,1
19663,32,29
19664,0,0
19665,0,0
19666,25,58
19667,26,71
19668,62,87
19669,20,20
19670,4,0
19671,1,1
19672,24,20
19673,25,22
19674,10,16
19675,30,51
19676,18,1
19677,24,14
19678,1,0
19679,23,32
19680,19,74
19681,49,33
19682,22,23
19683,1,0
19684,0,0
19685,32,23
19686,18,16
19687,7,8
19688,7,9
19689,19,14
19690,12,3
19691,12,4
19692,3,3
19693,6,3
19694,20,20
19695,29,24
19696,0,0
19697,5,0
19698,10,21
19699,0,1
19700,7,8
19701,3,4
19702,22,16
19703,1,0
19704,0,0
19705,53,18
19706,3,1
19707,35,33
19708,31,24
19709,47,40
19710,43,39
19711,7,0
19712,5,1
19713,42,41
19714,42,48
19715,71,49
19716,2,0
19717,11,8
19718,23,15
19719,14,15
19720,7,2
19721,3,1
19722,4,5
19723,4,16
19724,34,37
19725,28,2
19726,18,7
19727,1,1
19728,32,38
19729,28,18
19730,26,24
19731,13,23
19732,3,5
19733,1,4
19734,2,2
19735,28,41
19736,11,16
19737,26,47
19738,35,70
19739,14,3
19740,11,16
19741,2,3
19742,36,33
19743,5,3
19744,41,57
19745,18,4
19746,25,22
19747,16,13
19748,1,3
19749,0,1
19750,21,12
19751,28,21
19752,27,83
19753,4,6
19754,54,51
19755,12,2
19756,40,31
19757,12,37
19758,2,5
19759,18,34
19760,6,0
19761,21,17
19762,43,32
19763,9,10
19764,0,1
19765,0,0
19766,8,3
19767,65,65
19768,3,1
19769,9,11
19770,18,15
19771,6,3
19772,9,6
19773,6,6
19774,8,19
19775,0,0
19776,3,4
19777,30,35
19778,48,46
19779,6,0
19780,1,1
19781,16,47
19782,3,5
19783,18,21
19784,23,66
19785,1,1
19786,5,3
19787,4,6
19788,2,2
19789,3,3
19790,0,1
19791,5,10
19792,16,21
19793,10,3
19794,17,31
19795,8,4
19797,7,4
19798,11,19
19799,9,10
19800,23,25
19801,6,1
19802,14,26
19803,19,8
19804,36,28
19805,1,0
19806,13,17
19807,25,8
19808,45,52
19809,2,0
19810,2,5
19811,7,14
19812,4,16
19813,3,2
19814,8,3
19815,53,13
19816,0,0
19817,5,3
19818,11,8
19819,4,1
19820,6,4
19821,8,4
19822,24,15
19823,1,1
19824,19,17
19825,0,0
19826,11,7
19827,11,5
19828,51,64
19829,22,22
19830,0,0
19831,4,5
19832,19,62
19833,34,33
19834,5,3
19835,6,8
19836,5,6
19837,2,0
19838,4,6
19839,3,7
19840,6,0
19841,9,2
19842,0,0
19843,6,9
19844,6,6
19845,2,2
19846,6,0
19847,7,18
19848,6,8
19849,9,14
19850,32,31
19851,7,1
19852,0,1
19853,11,13
19854,6,0
19855,8,14
19856,6,7
19857,5,6
19858,0,1
19859,7,32
19860,1,0
19861,0,2
19862,3,3
19865,6,3
19866,12,0
19867,1,2
19868,30,19
19869,16,23
19870,1,5
19871,6,4
19872,3,5
19873,14,12
19874,42,37
19875,27,19
19876,7,9
19877,24,33
19878,11,6
19879,22,17
19880,1,0
19881,32,26
19882,13,22
19883,53,40
19884,22,22
19885,14,12
19886,43,54
19887,7,11
19888,10,6
19889,2,2
19890,12,9
19891,12,6
19892,46,38
19893,34,34
19894,22,18
19895,9,12
19896,0,0
19897,10,67
19898,24,24
19899,50,25
19900,55,59
19901,15,12
19902,39,31
19903,41,40
19904,7,9
19905,1,0
19906,39,45
19907,2,1
19908,5,5
19909,1,0
19910,45,41
19911,12,18
19912,24,32
19913,42,43
19914,22,29
19915,44,18
19916,7,6
19917,3,4
19918,10,18
19919,19,25
19920,16,34
19921,8,9
19922,19,17
19923,4,4
19924,33,35
19925,9,22
19926,23,40
19927,10,7
19928,30,26
19929,6,8
19930,29,38
19931,14,16
19932,21,8
19933,0,0
19934,16,9
19935,24,14
19936,7,3
19937,23,33
19938,34,44
19939,19,24
19940,3,3
19941,1,2
19942,1,1
19943,20,19
19944,16,16
19945,7,3
19946,7,2
19947,27,36
19948,3,2
19949,4,5
19950,8,5
19951,34,52
19953,20,26
19954,9,12
19955,0,0
19956,33,18
19957,30,132
19958,3,4
19959,22,1
19960,16,10
19961,18,30
19962,1,0
19963,50,72
19964,10,11
19965,14,13
19966,37,43
19968,23,14
19969,4,4
19970,8,8
19971,11,10
19972,0,2
19973,9,8
19974,3,1
19975,12,24
19976,12,8
19977,2,0
19978,8,6
19979,25,10
19980,19,11
19981,9,4
19982,0,0
19983,18,38
19984,9,3
19985,15,11
19986,34,55
19987,1,1
19988,8,7
19989,2,1
19990,53,30
19991,35,47
19992,10,34
19993,9,5
19994,19,24
19995,0,0
19996,5,0
19997,6,6
19998,10,12
19999,1,2
20000,2,0
20001,5,5
20002,14,17
20003,11,5
20004,28,29
20005,40,30
20006,13,20
20007,13,8
20008,13,15
20009,13,9
20010,23,5
20011,6,6
20012,31,29
20013,24,15
20014,15,5
20015,1,0
20016,35,35
20017,11,14
20018,1,4
20019,1,2
20020,14,11
20021,0,0
20022,9,12
20023,9,6
20024,1,0
20025,6,5
20026,29,6
20027,0,2
20028,29,46
20029,1,0
20030,9,11
20031,17,17
20032,19,19
20033,9,8
20034,15,23
20035,8,1
20036,12,5
20037,3,2
20038,0,0
20039,1,1
20040,6,6
20041,1,3
20042,5,9
20043,13,14
20044,45,67
20045,19,8
20046,33,46
20047,14,1
20048,5,36
20049,28,5
20050,13,5
20051,9,8
20052,3,9
20053,8,4
20054,14,8
20055,15,14
20056,21,17
20057,6,14
20058,4,3
20059,11,1
20060,65,56
20061,33,25
20062,16,15
20063,40,61
20064,28,42
20065,6,6
20066,10,20
20067,30,37
20068,4,11
20069,15,12
20070,2,3
20071,2,1
20072,7,6
20073,14,5
20074,27,24
20075,9,10
20076,19,13
20077,5,7
20078,4,3
20079,13,8
20080,14,1
20081,3,3
20082,9,4
20083,3,1
20084,43,32
20085,18,12
20086,0,0
20087,28,54
20088,5,5
20089,5,3
20090,47,56
20091,0,0
20092,34,89
20093,34,22
20094,12,8
20095,1,2
20096,17,8
20097,12,14
20098,3,1
20099,44,27
20100,10,8
20101,7,10
20102,0,0
20103,19,14
20104,6,12
20105,7,4
20106,3,0
20107,0,0
20108,28,17
20109,20,32
20110,21,21
20111,41,51
20112,51,48
20113,16,11
20114,7,3
20115,66,160
20116,10,2
20117,22,31
20118,0,0
20119,1,0
20120,14,6
20121,35,38
20122,17,27
20123,44,21
20124,28,30
20125,3,2
20126,19,23
20127,6,2
20128,3,3
20130,52,30
20131,3,2
20132,6,0
20133,11,25
20134,2,2
20135,6,4
20136,0,2
20137,14,23
20138,32,49
20139,1,0
20140,0,0
20141,3,3
20142,10,6
20143,4,0
20144,8,27
20145,0,0
20146,22,23
20147,2,1
20148,1,1
20149,13,3
20150,9,11
20151,16,11
20152,1,2
20153,26,22
20154,16,18
20155,25,30
20156,32,25
20157,12,6
20158,13,10
20159,1,3
20160,2,11
20161,7,1
20162,12,7
20163,0,0
20164,21,27
20165,0,0
20167,4,8
20168,5,1
20169,14,11
20170,11,10
20171,7,8
20172,5,0
20173,2,1
20174,0,18
20175,15,3
20176,24,35
20177,17,14
20178,1,4
20179,13,11
20180,5,1
20181,2,4
20182,4,6
20183,3,1
20184,5,5
20185,0,0
20186,9,11
20187,10,11
20188,6,9
20189,20,22
20190,4,1
20191,3,2
20192,6,1
20193,0,1
20194,19,13
20195,2,0
20196,6,5
20197,31,16
20198,1,3
20199,2,2
20200,0,2
20201,8,15
20203,17,40
20204,4,1
20205,0,1
20206,50,28
20207,7,4
20208,8,8
20209,9,6
20210,32,21
20211,4,5
20212,56,64
20213,2,2
20214,14,15
20215,2,2
20216,3,7
20217,1,2
20218,10,11
20219,8,1
20220,17,13
20222,23,15
20223,8,4
20224,0,1
20226,6,6
20227,2,0
20228,0,2
20229,10,19
20230,41,59
20231,0,1
20233,7,4
20234,16,17
20235,6,2
20236,7,2
20237,1,9
20238,9,0
20240,0,1
20241,2,4
20242,23,9
20243,2,2
20244,0,0
20245,3,6
20246,9,6
20247,1,2
20248,1,1
20250,43,25
20251,19,12
20252,8,8
20253,12,12
20254,39,30
20255,44,47
20256,42,48
20257,35,43
20258,16,15
20259,3,0
20260,36,20
20261,42,23
20262,9,4
20263,22,30
20264,18,8
20265,40,27
20266,13,16
20267,17,13
20268,9,6
20269,9,6
20270,20,16
20271,5,2
20272,5,4
20273,22,28
20274,33,36
20275,53,75
20276,57,30
20277,9,8
20278,0,0
20279,42,42
20280,24,40
20281,16,22
20282,19,21
20283,7,11
20284,10,21
20285,0,0
20286,63,42
20287,0,1
20288,27,18
20289,32,19
20290,4,8
20291,6,6
20292,49,114
20293,44,35
20294,15,8
20295,14,24
20296,37,44
20297,40,46
20298,17,20
20299,6,1
20300,16,31
20301,61,71
20302,16,24
20303,5,12
20304,19,21
20305,11,6
20306,9,4
20307,47,66
20308,19,36
20309,1,3
20310,3,6
20311,13,5
20312,7,6
20313,57,122
20314,9,9
20315,41,37
20316,2,5
20317,10,8
20318,9,5
20319,6,7
20320,27,26
20321,20,20
20322,4,3
20323,3,1
20324,7,3
20325,33,29
20326,2,1
20327,6,2
20328,43,22
20329,32,31
20330,46,35
20331,20,21
20332,67,76
20333,21,16
20334,4,4
20335,48,46
20336,11,21
20337,0,0
20338,7,1
20339,11,12
20340,19,9
20341,4,5
20342,2,0
20343,2,2
20344,17,11
20345,3,0
20346,12,16
20347,30,39
20349,3,15
20350,5,4
20351,1,1
20352,33,39
20353,7,8
20354,4,8
20355,16,17
20356,1,2
20357,32,24
20358,12,9
20359,49,41
20360,16,2
20361,8,3
20362,29,28
20363,0,0
20364,14,16
20365,51,50
20366,11,8
20367,32,40
20368,5,6
20369,0,0
20370,30,23
20371,45,21
20372,3,3
20373,10,8
20374,35,27
20375,16,7
20376,20,16
20377,12,8
20379,2,3
20380,6,5
20381,8,5
20382,15,22
20383,50,41
20384,1,1
20385,23,8
20386,21,11
20387,23,26
20388,9,17
20389,19,19
20390,40,51
20391,8,3
20392,40,68
20393,8,3
20394,18,3
20395,12,18
20396,43,75
20397,7,24
20398,2,3
20399,1,0
20400,33,44
20401,1,2
20402,1,0
20404,5,6
20405,14,17
20406,7,7
20407,0,0
20408,11,6
20409,30,34
20410,21,18
20411,8,16
20412,5,5
20413,3,2
20414,25,30
20415,21,12
20416,34,33
20417,16,8
20418,12,12
20419,13,12
20420,13,14
20421,0,1
20422,0,3
20423,5,6
20424,2,1
20425,22,17
20426,3,3
20427,5,3
20428,32,58
20429,40,44
20430,24,12
20431,20,18
20432,37,38
20433,20,64
20435,2,6
20436,44,31
20437,0,0
20438,11,9
20439,37,37
20440,3,3
20441,3,1
20442,36,21
20443,8,5
20444,46,35
20445,3,6
20446,1,0
20447,7,8
20448,0,0
20449,4,5
20450,52,85
20451,20,3
20452,13,20
20453,9,7
20454,39,48
20455,25,16
20456,3,1
20457,11,3
20458,0,0
20459,3,2
20460,49,36
20461,37,46
20462,19,12
20463,27,34
20464,1,1
20465,9,12
20466,5,4
20467,0,1
20468,0,0
20469,3,2
20470,27,25
20471,0,0
20472,2,8
20473,33,20
20474,5,4
20475,33,46
20476,15,8
20477,19,12
20478,15,48
20479,21,24
20480,10,58
20481,14,10
20482,3,1
20484,3,2
20485,12,11
20486,3,7
20487,39,72
20488,33,38
20489,1,1
20490,10,7
20491,0,2
20492,11,16
20493,10,1
20494,4,23
20495,5,0
20496,2,3
20497,47,82
20498,1,0
20499,14,7
20500,1,2
20501,2,0
20502,84,95
20503,7,26
20504,6,9
20505,10,12
20506,8,13
20507,2,7
20509,7,10
20510,4,9
20511,17,20
20512,6,1
20513,1,2
20514,19,41
20517,5,9
20518,24,17
20519,2,3
20520,28,7
20521,0,5
20522,17,13
20523,14,8
20524,1,2
20525,7,6
20526,0,0
20527,16,7
20528,10,7
20529,3,14
20530,6,8
20531,0,2
20532,1,3
20533,29,37
20534,12,4
20535,14,12
20536,4,2
20537,4,4
20538,1,0
20539,19,12
20540,8,11
20541,7,14
20542,8,8
20543,9,40
20544,14,6
20545,10,16
20546,3,5
20547,3,1
20548,9,17
20549,3,1
20550,0,2
20551,27,17
20552,32,28
20553,16,5
20554,3,4
20555,23,5
20556,0,1
20557,2,5
20558,27,30
20559,1,2
20560,18,12
20561,8,9
20562,9,5
20563,1,0
20564,11,5
20565,12,5
20566,2,2
20567,1,2
20568,5,2
20569,19,22
20570,1,0
20571,3,2
20572,3,2
20573,6,4
20574,9,33
20575,12,10
20576,1,2
20577,14,28
20578,2,0
20579,1,5
20580,34,12
20581,6,10
20582,7,5
20583,9,10
20584,13,9
20585,6,2
20587,2,1
20588,4,6
20589,19,12
20593,0,0
20594,4,0
20595,51,31
20596,33,36
20597,52,34
20598,31,24
20599,17,12
20600,29,33
20601,7,6
20602,24,22
20603,18,12
20604,8,6
20605,40,24
20606,25,16
20607,33,15
20608,8,18
20609,29,15
20610,32,26
20611,20,23
20612,14,14
20613,41,36
20614,7,8
20615,25,24
20616,18,24
20617,65,100
20618,4,1
20619,9,9
20620,32,33
20621,29,33
20622,30,45
20623,25,26
20624,5,2
20625,13,13
20626,17,29
20627,0,1
20628,4,3
20629,55,73
20630,10,8
20631,16,12
20632,10,11
20633,25,18
20634,20,17
20635,20,17
20636,14,2
20637,10,4
20638,7,9
20639,3,1
20640,58,105
20641,14,12
20642,21,28
20643,64,48
20644,9,29
20645,17,18
20646,10,9
20647,11,45
20648,51,65
20649,1,6
20650,24,28
20651,2,21
20652,4,4
20653,29,23
20654,26,23
20655,10,3
20656,6,6
20657,8,14
20658,5,3
20659,5,9
20660,9,2
20661,26,39
20662,26,24
20663,24,22
20664,0,0
20665,18,10
20666,6,5
20667,25,20
20668,14,41
20669,18,14
20670,15,15
20671,29,37
20672,48,45
20673,2,2
20674,36,86
20675,20,28
20676,9,6
